code,index1,2013_12,2014_12,2015_12,2016_12,2017_12
54780,  당기순이익(지배),-27.0,57.0,36.0,-65.0,-11.0
54780,  당기순이익(비지배),-39.0,9.0,24.0,-4.0,13.0
54780,자산총계,520.0,843.0,962.0,1107.0,1063.0
54780,부채총계,188.0,239.0,246.0,289.0,278.0
54780,자본총계,332.0,605.0,716.0,818.0,785.0
54780,  자본총계(지배),201.0,419.0,490.0,507.0,484.0
54780,자본총계(비지배),131.0,186.0,226.0,312.0,301.0
54780,자본금,69.0,76.0,77.0,77.0,77.0
54780,영업활동현금흐름,85.0,64.0,129.0,93.0,345.0
54780,투자활동현금흐름,-27.0,-209.0,-147.0,-176.0,-215.0
54780,재무활동현금흐름,-10.0,146.0,48.0,126.0,3.0
54780,CAPEX,14.0,9.0,13.0,19.0,13.0
54780,FCF,71.0,55.0,115.0,74.0,332.0
54780,이자발생부채,,16.0,9.0,10.0,10.0
54780,영업이익률,-8.01,8.88,7.28,-0.34,0.93
54780,순이익률,-9.53,7.49,5.68,-7.38,0.15
54780,ROE(%),-12.22,18.45,8.02,-13.08,-2.22
54780,ROA(%),-10.69,9.76,6.69,-6.66,0.15
54780,부채비율,56.75,39.44,34.33,35.25,35.4
54780,자본유보율,201.27,477.13,577.12,492.54,479.04
54780,EPS(원),-39.0,79.0,48.0,-84.0,-14.0
54780,PER(배),-31.27,31.71,73.21,-30.53,-159.01
54780,BPS(원),290.0,552.0,633.0,654.0,625.0
54780,PBR(배),4.2,4.54,5.52,3.93,3.61
54780,현금DPS(원),0.0,0.0,0.0,0.0,0.0
54780,현금배당수익률,0.0,0.0,0.0,0.0,0.0
54780,현금배당성향(%),0.0,0.0,0.0,0.0,0.0
,발행주식수(보통주),69119825.0,75995743.0,77453469.0,77453469.0,77453469.0
131970,매출액,678.0,478.0,338.0,303.0,472.0
131970,영업이익,160.0,77.0,-33.0,-14.0,99.0
131970,영업이익(발표기준),160.0,77.0,-33.0,-14.0,99.0
131970,세전계속사업이익,123.0,66.0,-52.0,3.0,102.0
131970,당기순이익,109.0,47.0,-42.0,7.0,90.0
131970,  당기순이익(지배),109.0,47.0,-42.0,7.0,90.0
131970,  당기순이익(비지배),,,,,
131970,자산총계,1109.0,997.0,830.0,782.0,962.0
131970,부채총계,525.0,368.0,249.0,198.0,292.0
131970,자본총계,584.0,629.0,581.0,585.0,670.0
131970,  자본총계(지배),584.0,629.0,581.0,585.0,670.0
131970,자본총계(비지배),,,,,
131970,자본금,34.0,34.0,34.0,34.0,34.0
131970,영업활동현금흐름,368.0,222.0,131.0,128.0,219.0
131970,투자활동현금흐름,-250.0,-9.0,-90.0,-34.0,-198.0
131970,재무활동현금흐름,-46.0,-165.0,-93.0,-86.0,33.0
131970,CAPEX,173.0,55.0,82.0,59.0,189.0
131970,FCF,195.0,167.0,49.0,69.0,30.0
131970,이자발생부채,425.0,289.0,197.0,139.0,167.0
131970,영업이익률,23.65,16.03,-9.81,-4.66,20.91
131970,순이익률,16.09,9.81,-12.39,2.44,19.06
131970,ROE(%),22.32,7.74,-6.93,1.27,14.33
131970,ROA(%),10.2,4.46,-4.59,0.92,10.31
131970,부채비율,89.88,58.49,42.9,33.78,43.62
131970,자본유보율,1648.86,1755.75,1608.61,1643.97,1898.63
131970,EPS(원),1737.0,685.0,-612.0,108.0,1313.0
131970,PER(배),5.52,27.3,-16.1,134.24,10.74
131970,BPS(원),8799.0,9309.0,8590.0,8766.0,10043.0
131970,PBR(배),1.09,2.01,1.15,1.65,1.4
131970,현금DPS(원),170.0,120.0,0.0,0.0,150.0
131970,현금배당수익률,1.77,0.64,0.0,0.0,1.06
131970,현금배당성향(%),10.35,17.28,0.0,0.0,11.13
,발행주식수(보통주),6850000.0,6850000.0,6850000.0,6850000.0,6850000.0
78000,매출액,658.0,506.0,594.0,409.0,414.0
78000,영업이익,131.0,80.0,84.0,46.0,52.0
78000,영업이익(발표기준),131.0,80.0,84.0,46.0,52.0
78000,세전계속사업이익,127.0,93.0,91.0,56.0,59.0
78000,당기순이익,108.0,76.0,78.0,45.0,53.0
78000,  당기순이익(지배),108.0,76.0,78.0,45.0,53.0
78000,  당기순이익(비지배),,,,,
78000,자산총계,1274.0,1155.0,1196.0,1160.0,1192.0
78000,부채총계,309.0,153.0,151.0,107.0,113.0
78000,자본총계,965.0,1002.0,1045.0,1053.0,1078.0
78000,  자본총계(지배),965.0,1002.0,1045.0,1053.0,1078.0
78000,자본총계(비지배),,,,,
78000,자본금,50.0,50.0,50.0,50.0,50.0
78000,영업활동현금흐름,327.0,-110.0,163.0,46.0,98.0
78000,투자활동현금흐름,-73.0,20.0,-91.0,148.0,-136.0
78000,재무활동현금흐름,1.0,-37.0,-34.0,-37.0,-28.0
78000,CAPEX,61.0,27.0,7.0,5.0,4.0
78000,FCF,267.0,-137.0,156.0,41.0,94.0
78000,이자발생부채,,,,,
78000,영업이익률,19.91,15.83,14.16,11.3,12.58
78000,순이익률,16.48,15.03,13.11,11.01,12.8
78000,ROE(%),11.89,7.74,7.61,4.29,4.97
78000,ROA(%),9.12,6.27,6.62,3.82,4.51
78000,부채비율,32.07,15.31,14.42,10.19,10.49
78000,자본유보율,2484.72,2559.7,2648.86,2662.82,2716.5
78000,EPS(원),1117.0,784.0,802.0,464.0,546.0
78000,PER(배),10.25,15.68,17.51,24.78,22.06
78000,BPS(원),17148.0,17800.0,18576.0,18710.0,19166.0
78000,PBR(배),0.67,0.69,0.76,0.61,0.63
78000,현금DPS(원),650.0,600.0,660.0,500.0,580.0
78000,현금배당수익률,5.68,4.88,4.7,4.35,4.81
78000,현금배당성향(%),33.74,44.36,47.69,62.47,61.57
,발행주식수(보통주),9702706.0,9702706.0,9702706.0,9702706.0,9702706.0
215480,매출액,,41.0,124.0,238.0,305.0
215480,영업이익,,4.0,22.0,41.0,45.0
215480,영업이익(발표기준),,4.0,22.0,41.0,45.0
215480,세전계속사업이익,,3.0,21.0,38.0,16.0
215480,당기순이익,,3.0,19.0,30.0,5.0
215480,  당기순이익(지배),,3.0,19.0,30.0,5.0
215480,  당기순이익(비지배),,,,,
215480,자산총계,,27.0,86.0,126.0,313.0
215480,부채총계,,22.0,66.0,24.0,108.0
215480,자본총계,,5.0,20.0,103.0,206.0
215480,  자본총계(지배),,5.0,20.0,103.0,206.0
215480,자본총계(비지배),,,,,
215480,자본금,,1.0,5.0,6.0,36.0
215480,영업활동현금흐름,,-7.0,-11.0,2.0,-16.0
215480,투자활동현금흐름,,-3.0,-4.0,-11.0,-40.0
215480,재무활동현금흐름,,8.0,27.0,14.0,106.0
215480,CAPEX,,3.0,4.0,5.0,7.0
215480,FCF,,-10.0,-15.0,-3.0,-23.0
215480,이자발생부채,,14.0,,,93.0
215480,영업이익률,,10.79,17.34,17.07,14.85
215480,순이익률,,7.08,15.05,12.78,1.8
215480,ROE(%),,,148.68,49.51,3.56
215480,ROA(%),,,33.05,28.6,2.5
215480,부채비율,,442.85,327.29,22.97,52.31
215480,자본유보율,,391.97,317.11,1518.28,467.75
215480,EPS(원),,51.0,86.0,93.0,15.0
215480,PER(배),,,,,103.65
215480,BPS(원),,86.0,73.0,283.0,567.0
215480,PBR(배),,,,,2.77
215480,현금DPS(원),0.0,0.0,0.0,0.0,0.0
215480,현금배당수익률,,,0.0,0.0,0.0
215480,현금배당성향(%),,0.0,0.0,0.0,
,발행주식수(보통주),5725373.0,5725373.0,27768057.0,36252487.0,36252487.0
45340,매출액,,,,94.0,97.0
45340,영업이익,,,,8.0,4.0
45340,영업이익(발표기준),,,,8.0,4.0
45340,세전계속사업이익,,,,10.0,3.0
45340,당기순이익,,,,10.0,3.0
45340,  당기순이익(지배),,,,10.0,3.0
45340,  당기순이익(비지배),,,,,
45340,자산총계,,,,159.0,162.0
45340,부채총계,,,,100.0,100.0
45340,자본총계,,,,59.0,62.0
45340,  자본총계(지배),,,,59.0,62.0
45340,자본총계(비지배),,,,,
45340,자본금,,,,43.0,43.0
45340,영업활동현금흐름,,,,-5.0,3.0
45340,투자활동현금흐름,,,,-11.0,9.0
45340,재무활동현금흐름,,,,17.0,-3.0
45340,CAPEX,,,,20.0,2.0
45340,FCF,,,,-25.0,1.0
45340,이자발생부채,,,,48.0,46.0
45340,영업이익률,,,,8.67,4.25
45340,순이익률,,,,11.04,3.36
45340,ROE(%),,,,19.18,5.38
45340,ROA(%),,,,7.19,2.04
45340,부채비율,,,,167.63,160.31
45340,자본유보율,,,,39.0,45.82
45340,EPS(원),,,,121.0,38.0
45340,PER(배),,,,31.82,87.61
45340,BPS(원),,,,694.0,727.0
45340,PBR(배),,,,5.57,4.61
45340,현금DPS(원),0.0,0.0,0.0,,
45340,현금배당수익률,0.0,0.0,0.0,,
45340,현금배당성향(%),,,,0.0,
,발행주식수(보통주),,,,,
79970,매출액,291.0,315.0,319.0,392.0,395.0
79970,영업이익,35.0,23.0,11.0,26.0,-100.0
79970,영업이익(발표기준),35.0,23.0,11.0,26.0,-100.0
79970,세전계속사업이익,29.0,21.0,12.0,3.0,-293.0
79970,당기순이익,30.0,24.0,18.0,-5.0,-256.0
79970,  당기순이익(지배),30.0,24.0,18.0,-5.0,-255.0
79970,  당기순이익(비지배),,,,,-2.0
79970,자산총계,334.0,329.0,359.0,787.0,961.0
79970,부채총계,103.0,60.0,65.0,371.0,496.0
79970,자본총계,232.0,269.0,294.0,416.0,465.0
79970,  자본총계(지배),232.0,269.0,294.0,416.0,463.0
79970,자본총계(비지배),,,,,2.0
79970,자본금,35.0,38.0,40.0,69.0,90.0
79970,영업활동현금흐름,65.0,30.0,16.0,4.0,-29.0
79970,투자활동현금흐름,-69.0,-35.0,-18.0,-389.0,-132.0
79970,재무활동현금흐름,66.0,-37.0,3.0,418.0,123.0
79970,CAPEX,4.0,4.0,2.0,6.0,25.0
79970,FCF,62.0,26.0,14.0,-2.0,-54.0
79970,이자발생부채,45.0,,,300.0,414.0
79970,영업이익률,12.2,7.28,3.4,6.54,-25.36
79970,순이익률,10.44,7.61,5.78,-1.24,-65.01
79970,ROE(%),14.16,9.58,6.55,-1.37,-57.97
79970,ROA(%),10.45,7.23,5.36,-0.85,-29.34
79970,부채비율,44.27,22.35,22.14,89.2,106.7
79970,자본유보율,562.71,601.97,619.72,546.94,444.91
79970,EPS(원),324.0,236.0,180.0,-36.0,-1611.0
79970,PER(배),12.33,16.28,44.15,-177.41,-5.05
79970,BPS(원),2469.0,2635.0,2820.0,3102.0,2620.0
79970,PBR(배),1.62,1.46,2.83,2.06,3.11
79970,현금DPS(원),52.0,22.0,0.0,30.0,0.0
79970,현금배당수익률,1.31,0.58,0.0,0.47,0.0
79970,현금배당성향(%),16.15,8.73,0.0,-82.51,0.0
,발행주식수(보통주),9380916.0,10206033.0,10435224.0,13789871.0,18024493.0
66410,매출액,158.0,217.0,261.0,180.0,161.0
66410,영업이익,6.0,11.0,10.0,-45.0,7.0
66410,영업이익(발표기준),6.0,11.0,10.0,-45.0,7.0
66410,세전계속사업이익,-38.0,12.0,10.0,-96.0,8.0
66410,당기순이익,-38.0,12.0,10.0,-97.0,8.0
66410,  당기순이익(지배),-38.0,12.0,10.0,-97.0,8.0
66410,  당기순이익(비지배),,,,,
66410,자산총계,247.0,334.0,332.0,238.0,244.0
66410,부채총계,35.0,36.0,25.0,30.0,30.0
66410,자본총계,213.0,298.0,307.0,208.0,214.0
66410,  자본총계(지배),213.0,298.0,307.0,208.0,214.0
66410,자본총계(비지배),,,,,
66410,자본금,264.0,308.0,308.0,308.0,308.0
66410,영업활동현금흐름,17.0,-41.0,15.0,12.0,10.0
66410,투자활동현금흐름,-31.0,-48.0,-11.0,-30.0,-14.0
66410,재무활동현금흐름,,73.0,,,
66410,CAPEX,3.0,46.0,1.0,2.0,3.0
66410,FCF,14.0,-88.0,14.0,10.0,8.0
66410,이자발생부채,,,,,
66410,영업이익률,3.81,5.24,3.87,-25.02,4.24
66410,순이익률,-24.23,5.6,3.69,-53.91,4.95
66410,ROE(%),-16.51,4.75,3.19,-37.64,3.78
66410,ROA(%),-14.06,4.17,2.89,-33.98,3.31
66410,부채비율,16.31,12.04,8.28,14.45,14.19
66410,자본유보율,-9.8,4.95,8.08,-23.32,-20.74
66410,EPS(원),-72.0,21.0,16.0,-157.0,13.0
66410,PER(배),-11.2,35.76,74.87,-9.68,62.32
66410,BPS(원),402.0,483.0,498.0,336.0,347.0
66410,PBR(배),2.01,1.52,2.35,4.52,2.32
66410,현금DPS(원),0.0,0.0,0.0,0.0,0.0
66410,현금배당수익률,0.0,0.0,0.0,0.0,0.0
66410,현금배당성향(%),0.0,0.0,0.0,0.0,0.0
,발행주식수(보통주),52889586.0,61670933.0,61670933.0,61670933.0,61670933.0
33830,매출액,335.0,352.0,411.0,388.0,422.0
33830,영업이익,20.0,21.0,20.0,18.0,27.0
33830,영업이익(발표기준),20.0,21.0,20.0,18.0,27.0
33830,세전계속사업이익,45.0,42.0,43.0,33.0,38.0
33830,당기순이익,36.0,33.0,36.0,26.0,31.0
33830,  당기순이익(지배),36.0,33.0,36.0,26.0,31.0
33830,  당기순이익(비지배),,,,,
33830,자산총계,1020.0,1042.0,1082.0,1105.0,1144.0
33830,부채총계,45.0,50.0,75.0,86.0,100.0
33830,자본총계,975.0,992.0,1007.0,1019.0,1043.0
33830,  자본총계(지배),975.0,992.0,1007.0,1019.0,1043.0
33830,자본총계(비지배),,,,,
33830,자본금,500.0,500.0,500.0,500.0,500.0
33830,영업활동현금흐름,70.0,77.0,43.0,24.0,75.0
33830,투자활동현금흐름,-76.0,-59.0,-20.0,11.0,-83.0
33830,재무활동현금흐름,-5.0,-16.0,-20.0,-18.0,-7.0
33830,CAPEX,36.0,14.0,13.0,31.0,17.0
33830,FCF,34.0,63.0,31.0,-6.0,57.0
33830,이자발생부채,0.0,,,,
33830,영업이익률,5.88,5.94,4.86,4.7,6.34
33830,순이익률,10.76,9.42,8.83,6.83,7.27
33830,ROE(%),3.75,3.37,3.63,2.62,2.97
33830,ROA(%),3.57,3.22,3.42,2.42,2.73
33830,부채비율,4.61,5.05,7.43,8.43,9.63
33830,자본유보율,99.6,103.04,108.12,111.93,116.67
33830,EPS(원),36.0,33.0,36.0,26.0,31.0
33830,PER(배),14.93,16.51,18.53,29.28,21.03
33830,BPS(원),1005.0,1023.0,1054.0,1078.0,1103.0
33830,PBR(배),0.54,0.54,0.64,0.72,0.58
33830,현금DPS(원),20.0,15.0,15.0,10.0,10.0
33830,현금배당수익률,3.72,2.74,2.23,1.29,1.55
33830,현금배당성향(%),39.04,30.4,27.46,25.87,30.82
,발행주식수(보통주),100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
246690,매출액,,,60.0,40.0,52.0
246690,영업이익,,,33.0,14.0,22.0
246690,영업이익(발표기준),,,33.0,14.0,22.0
246690,세전계속사업이익,,,33.0,13.0,22.0
246690,당기순이익,,,25.0,10.0,17.0
246690,  당기순이익(지배),,,25.0,10.0,17.0
246690,  당기순이익(비지배),,,0.0,0.0,0.0
246690,자산총계,,,139.0,216.0,364.0
246690,부채총계,,,28.0,8.0,121.0
246690,자본총계,,,111.0,208.0,243.0
246690,  자본총계(지배),,,111.0,208.0,243.0
246690,자본총계(비지배),,,,,
246690,자본금,,,70.0,112.0,112.0
246690,영업활동현금흐름,,,-6.0,-3.0,-8.0
246690,투자활동현금흐름,,,18.0,1.0,-170.0
246690,재무활동현금흐름,,,-14.0,68.0,120.0
246690,CAPEX,,,0.0,1.0,0.0
246690,FCF,,,,,
246690,이자발생부채,,,0.0,0.0,87.0
246690,영업이익률,,,55.0,33.86,41.74
246690,순이익률,,,42.12,26.16,32.68
246690,ROE(%),,,,6.56,7.54
246690,ROA(%),,,,5.88,5.86
246690,부채비율,,,25.39,4.06,49.71
246690,자본유보율,,,58.36,85.38,117.07
246690,EPS(원),,,141.0,60.0,76.0
246690,PER(배),,,,60.24,40.59
246690,BPS(원),,,644.0,927.0,1085.0
246690,PBR(배),,,0.0,3.88,2.84
246690,현금DPS(원),0.0,0.0,0.0,0.0,15.0
246690,현금배당수익률,,,,0.0,0.49
246690,현금배당성향(%),,,0.64,0.0,19.77
,발행주식수(보통주),14000004.0,,14000004.0,22421004.0,22421004.0
34230,매출액,6215.0,6762.0,6154.0,6949.0,6680.0
34230,영업이익,1323.0,790.0,583.0,658.0,-300.0
34230,영업이익(발표기준),1344.0,790.0,583.0,658.0,-300.0
34230,세전계속사업이익,1417.0,1191.0,791.0,754.0,-335.0
34230,당기순이익,1077.0,1058.0,718.0,576.0,-399.0
34230,  당기순이익(지배),1012.0,964.0,652.0,551.0,-190.0
34230,  당기순이익(비지배),65.0,95.0,66.0,25.0,-209.0
34230,자산총계,12300.0,16019.0,19939.0,23080.0,24353.0
34230,부채총계,3404.0,4237.0,7074.0,9984.0,11420.0
34230,자본총계,8896.0,11782.0,12865.0,13097.0,12933.0
34230,  자본총계(지배),7306.0,10104.0,10227.0,10441.0,9942.0
34230,자본총계(비지배),1590.0,1678.0,2638.0,2656.0,2991.0
34230,자본금,470.0,470.0,470.0,470.0,470.0
34230,영업활동현금흐름,1557.0,1353.0,-7.0,1122.0,40.0
34230,투자활동현금흐름,-830.0,-2966.0,-3981.0,-4991.0,-2075.0
34230,재무활동현금흐름,359.0,2473.0,3986.0,2302.0,1936.0
34230,CAPEX,156.0,772.0,2956.0,4898.0,3573.0
34230,FCF,1401.0,581.0,-2963.0,-3776.0,-3533.0
34230,이자발생부채,816.0,804.0,4413.0,7068.0,8735.0
34230,영업이익률,21.28,11.69,9.48,9.47,-4.48
34230,순이익률,17.33,15.65,11.67,8.29,-5.97
34230,ROE(%),14.84,11.07,6.42,5.33,-1.86
34230,ROA(%),9.5,7.47,4.0,2.68,-1.68
34230,부채비율,38.26,35.96,54.98,76.23,88.3
34230,자본유보율,1547.65,2088.41,2128.5,2172.91,2073.31
34230,EPS(원),1113.0,1060.0,717.0,606.0,-208.0
34230,PER(배),23.77,22.27,24.6,20.04,-107.0
34230,BPS(원),9364.0,11813.0,12006.0,12257.0,11671.0
34230,PBR(배),2.82,2.0,1.47,0.99,1.91
34230,현금DPS(원),350.0,600.0,375.0,300.0,100.0
34230,현금배당수익률,1.32,2.54,2.12,2.47,0.45
34230,현금배당성향(%),26.99,52.47,48.97,46.36,-44.95
,발행주식수(보통주),90942672.0,90942672.0,90942672.0,90942672.0,90942672.0
150900,매출액,214.0,231.0,253.0,214.0,293.0
150900,영업이익,14.0,16.0,3.0,-78.0,13.0
150900,영업이익(발표기준),14.0,16.0,3.0,-78.0,13.0
150900,세전계속사업이익,13.0,17.0,1.0,-96.0,2.0
150900,당기순이익,18.0,22.0,9.0,-121.0,6.0
150900,  당기순이익(지배),18.0,22.0,9.0,-121.0,6.0
150900,  당기순이익(비지배),,,,,
150900,자산총계,314.0,330.0,411.0,383.0,416.0
150900,부채총계,74.0,79.0,149.0,249.0,273.0
150900,자본총계,240.0,251.0,261.0,134.0,143.0
150900,  자본총계(지배),240.0,251.0,261.0,134.0,143.0
150900,자본총계(비지배),,,,,
150900,자본금,40.0,40.0,40.0,41.0,41.0
150900,영업활동현금흐름,29.0,7.0,14.0,-10.0,-6.0
150900,투자활동현금흐름,-71.0,-12.0,-39.0,-62.0,-39.0
150900,재무활동현금흐름,66.0,-8.0,62.0,60.0,39.0
150900,CAPEX,3.0,6.0,9.0,2.0,1.0
150900,FCF,26.0,1.0,6.0,-12.0,-7.0
150900,이자발생부채,20.0,20.0,74.0,148.0,191.0
150900,영업이익률,6.67,7.04,1.04,-36.44,4.44
150900,순이익률,8.46,9.43,3.37,-56.62,1.9
150900,ROE(%),9.64,8.88,3.33,-61.42,4.01
150900,ROA(%),6.78,6.77,2.3,-30.6,1.39
150900,부채비율,30.75,31.4,57.15,185.64,191.01
150900,자본유보율,485.5,516.83,532.93,238.57,261.05
150900,EPS(원),272.0,273.0,106.0,-1495.0,68.0
150900,PER(배),19.93,42.37,75.21,-4.11,78.59
150900,BPS(원),3015.0,3161.0,3260.0,1689.0,1802.0
150900,PBR(배),1.79,3.65,2.44,3.64,2.97
150900,현금DPS(원),50.0,50.0,50.0,0.0,0.0
150900,현금배당수익률,0.92,0.43,0.63,0.0,0.0
150900,현금배당성향(%),22.04,18.21,47.04,0.0,0.0
,발행주식수(보통주),7959695.0,7999695.0,8076695.0,8142695.0,8142695.0
38160,매출액,217.0,186.0,206.0,222.0,183.0
38160,영업이익,9.0,34.0,46.0,39.0,13.0
38160,영업이익(발표기준),-13.0,38.0,46.0,39.0,13.0
38160,세전계속사업이익,5.0,38.0,45.0,42.0,21.0
38160,당기순이익,-15.0,23.0,36.0,36.0,19.0
38160,  당기순이익(지배),-15.0,23.0,36.0,36.0,19.0
38160,  당기순이익(비지배),,,,,
38160,자산총계,275.0,263.0,298.0,475.0,496.0
38160,부채총계,69.0,57.0,56.0,53.0,54.0
38160,자본총계,207.0,206.0,242.0,421.0,443.0
38160,  자본총계(지배),207.0,206.0,242.0,421.0,443.0
38160,자본총계(비지배),,,,,
38160,자본금,47.0,41.0,41.0,55.0,55.0
38160,영업활동현금흐름,-2.0,34.0,38.0,44.0,19.0
38160,투자활동현금흐름,55.0,-29.0,-29.0,-96.0,-37.0
38160,재무활동현금흐름,,0.0,,144.0,
38160,CAPEX,3.0,26.0,3.0,1.0,0.0
38160,FCF,-6.0,9.0,35.0,43.0,19.0
38160,이자발생부채,,,,,
38160,영업이익률,4.3,18.46,22.53,17.41,6.94
38160,순이익률,-6.91,12.12,17.64,16.15,10.25
38160,ROE(%),-6.98,10.95,16.22,10.83,4.34
38160,ROA(%),-5.08,8.4,12.95,9.29,3.86
38160,부채비율,33.23,27.66,23.3,12.67,12.1
38160,자본유보율,328.86,405.69,493.6,664.89,699.34
38160,EPS(원),-160.0,244.0,441.0,379.0,169.0
38160,PER(배),,,,20.23,56.09
38160,BPS(원),2209.0,2502.0,2942.0,3804.0,3997.0
38160,PBR(배),0.0,0.0,0.0,2.02,2.38
38160,현금DPS(원),0.0,0.0,0.0,0.0,
38160,현금배당수익률,,,,0.0,
38160,현금배당성향(%),0.0,0.0,0.0,0.0,
,발행주식수(보통주),9358402.0,8225421.0,8225421.0,11077521.0,11077521.0
32800,매출액,102.0,126.0,231.0,155.0,133.0
32800,영업이익,-22.0,-42.0,9.0,-32.0,-64.0
32800,영업이익(발표기준),-22.0,-42.0,9.0,-36.0,-64.0
32800,세전계속사업이익,-43.0,-271.0,10.0,-28.0,-108.0
32800,당기순이익,-43.0,-271.0,10.0,-38.0,-88.0
32800,  당기순이익(지배),-33.0,-262.0,15.0,-31.0,-87.0
32800,  당기순이익(비지배),-9.0,-9.0,-5.0,-6.0,-2.0
32800,자산총계,204.0,386.0,413.0,356.0,567.0
32800,부채총계,74.0,149.0,161.0,137.0,101.0
32800,자본총계,130.0,238.0,252.0,220.0,465.0
32800,  자본총계(지배),134.0,251.0,271.0,245.0,475.0
32800,자본총계(비지배),-4.0,-13.0,-19.0,-25.0,-10.0
32800,자본금,118.0,244.0,247.0,250.0,364.0
32800,영업활동현금흐름,-11.0,-7.0,13.0,-24.0,-38.0
32800,투자활동현금흐름,23.0,0.0,-2.0,-6.0,-217.0
32800,재무활동현금흐름,8.0,-19.0,4.0,-4.0,334.0
32800,CAPEX,10.0,3.0,3.0,4.0,5.0
32800,FCF,-21.0,-10.0,11.0,-28.0,-43.0
32800,이자발생부채,30.0,51.0,47.0,37.0,16.0
32800,영업이익률,-21.58,-33.08,3.83,-20.61,-48.37
32800,순이익률,-41.95,-216.16,4.29,-24.34,-66.42
32800,ROE(%),-22.25,-136.23,5.74,-12.15,-24.08
32800,ROA(%),-18.62,-92.0,2.48,-9.78,-19.15
32800,부채비율,57.28,62.51,63.95,62.21,21.8
32800,자본유보율,13.2,18.36,25.26,13.17,41.9
32800,EPS(원),-142.0,-883.0,30.0,-63.0,-148.0
32800,PER(배),-4.17,-1.35,35.36,-27.92,-8.84
32800,BPS(원),566.0,532.0,573.0,516.0,677.0
32800,PBR(배),1.04,2.24,1.86,3.4,1.93
32800,현금DPS(원),0.0,0.0,0.0,0.0,
32800,현금배당수익률,0.0,0.0,0.0,0.0,
32800,현금배당성향(%),0.0,0.0,0.0,0.0,0.0
,발행주식수(보통주),23600225.0,48848998.0,49331715.0,49928143.0,72703943.0
43090,매출액,214.0,207.0,189.0,157.0,196.0
43090,영업이익,7.0,-17.0,1.0,-25.0,5.0
43090,영업이익(발표기준),6.0,-17.0,1.0,-25.0,5.0
43090,세전계속사업이익,1.0,-22.0,-36.0,-41.0,3.0
43090,당기순이익,2.0,-16.0,-92.0,-41.0,3.0
43090,  당기순이익(지배),2.0,-16.0,-92.0,-41.0,3.0
43090,  당기순이익(비지배),0.0,0.0,,,
43090,자산총계,203.0,222.0,229.0,196.0,290.0
43090,부채총계,109.0,130.0,143.0,98.0,118.0
43090,자본총계,94.0,93.0,86.0,98.0,173.0
43090,  자본총계(지배),95.0,94.0,86.0,98.0,173.0
43090,자본총계(비지배),-2.0,-2.0,,,
43090,자본금,97.0,100.0,114.0,120.0,125.0
43090,영업활동현금흐름,22.0,-23.0,-34.0,-23.0,-33.0
43090,투자활동현금흐름,17.0,23.0,-46.0,-21.0,4.0
43090,재무활동현금흐름,-17.0,34.0,91.0,8.0,80.0
43090,CAPEX,2.0,1.0,0.0,2.0,0.0
43090,FCF,20.0,-24.0,-34.0,-26.0,-33.0
43090,이자발생부채,73.0,94.0,106.0,65.0,79.0
43090,영업이익률,3.16,-8.36,0.72,-15.65,2.67
43090,순이익률,0.7,-7.82,-48.74,-26.37,1.77
43090,ROE(%),1.74,-17.03,-101.99,-45.01,2.56
43090,ROA(%),0.69,-7.6,-40.71,-19.46,1.42
43090,부채비율,116.64,139.88,166.59,100.21,68.26
43090,자본유보율,170.66,162.09,123.91,121.41,151.04
43090,EPS(원),8.0,-82.0,-449.0,-179.0,14.0
43090,PER(배),117.6,-58.53,-9.83,-17.75,400.27
43090,BPS(원),509.0,490.0,391.0,422.0,690.0
43090,PBR(배),1.95,9.79,11.28,7.51,8.15
43090,현금DPS(원),0.0,0.0,0.0,0.0,0.0
43090,현금배당수익률,0.0,0.0,0.0,0.0,0.0
43090,현금배당성향(%),0.0,0.0,0.0,0.0,
,발행주식수(보통주),19486887.0,19998227.0,22732446.0,23998233.0,25024595.0
68050,매출액,271.0,343.0,210.0,353.0,423.0
68050,영업이익,-2.0,8.0,-43.0,20.0,-7.0
68050,영업이익(발표기준),-2.0,8.0,-43.0,20.0,-7.0
68050,세전계속사업이익,-23.0,4.0,-67.0,7.0,-15.0
68050,당기순이익,-23.0,3.0,-70.0,6.0,-17.0
68050,  당기순이익(지배),-22.0,3.0,-70.0,7.0,-17.0
68050,  당기순이익(비지배),-1.0,0.0,0.0,0.0,
68050,자산총계,683.0,703.0,667.0,700.0,802.0
68050,부채총계,265.0,282.0,293.0,298.0,329.0
68050,자본총계,418.0,421.0,374.0,402.0,473.0
68050,  자본총계(지배),418.0,421.0,374.0,402.0,473.0
68050,자본총계(비지배),0.0,0.0,0.0,0.0,0.0
68050,자본금,46.0,46.0,47.0,51.0,69.0
68050,영업활동현금흐름,2.0,9.0,-45.0,-38.0,12.0
68050,투자활동현금흐름,-96.0,2.0,31.0,9.0,3.0
68050,재무활동현금흐름,30.0,8.0,5.0,23.0,120.0
68050,CAPEX,3.0,0.0,1.0,0.0,0.0
68050,FCF,-1.0,8.0,-46.0,-38.0,11.0
68050,이자발생부채,205.0,218.0,225.0,226.0,258.0
68050,영업이익률,-0.62,2.21,-20.38,5.69,-1.76
68050,순이익률,-8.61,0.76,-33.53,1.73,-3.99
68050,ROE(%),-5.55,0.63,-17.69,1.7,-3.86
68050,ROA(%),-3.44,0.38,-10.27,0.89,-2.25
