label_all,category,cb_all,title1,date,news,urls
1130,기타,위지트,"파워넷, 상장 첫 날 약세…공모가는 웃돌아",2018-06-07,"
시초가 1만100원…공모가 대비 55.4%↑【서울=뉴시스】이국현 기자 = 7일 코스닥시장에 입성한 파워넷(037030)이 약세를 보이고 있다. 이날 파워넷은 공모가(6500원)보다 55.4% 높은 1만100원에 시초가를 형성했다. 이후 파워넷은 오전 9시11분 현재 시초가보다 1420원(13.96%) 내린 8690원에 거래되고 있다. 전력 변환장치 제조업체인 파워넷은 코스닥 상장 디스플레이 및 반도체 제조 장비 부품 전문기업 위지트(036090)의 자회사다. 지난해 매출은 1226억원, 당기순이익은 70억원을 기록했다.  지난 24~25일 기관투자자 대상 수요 예측을 진행한 결과 최종 공모가는 밴드(5500~6500원) 상단인 6500원으로 결정됐다. 청약 경쟁률은 1144대 1에 달했다. 공모액은 232억원이며, 공모 자금은 노후 설비 교체 및 자동화 설비 구축, 태양광 인버터 등 신규 제품 개발, 베트남·인도 등 해외 현지화 시장 조사 및 공장 설립 등에 사용될 예정이다.lgh",https://finance.naver.com/news/market_special_read.nhn?article_id=0008638410&office_id=003&type=title&keyword=
1130,기타,파워넷,"파워넷, 상장 첫 날 약세…공모가는 웃돌아",2018-06-07,"
시초가 1만100원…공모가 대비 55.4%↑【서울=뉴시스】이국현 기자 = 7일 코스닥시장에 입성한 파워넷(037030)이 약세를 보이고 있다. 이날 파워넷은 공모가(6500원)보다 55.4% 높은 1만100원에 시초가를 형성했다. 이후 파워넷은 오전 9시11분 현재 시초가보다 1420원(13.96%) 내린 8690원에 거래되고 있다. 전력 변환장치 제조업체인 파워넷은 코스닥 상장 디스플레이 및 반도체 제조 장비 부품 전문기업 위지트(036090)의 자회사다. 지난해 매출은 1226억원, 당기순이익은 70억원을 기록했다.  지난 24~25일 기관투자자 대상 수요 예측을 진행한 결과 최종 공모가는 밴드(5500~6500원) 상단인 6500원으로 결정됐다. 청약 경쟁률은 1144대 1에 달했다. 공모액은 232억원이며, 공모 자금은 노후 설비 교체 및 자동화 설비 구축, 태양광 인버터 등 신규 제품 개발, 베트남·인도 등 해외 현지화 시장 조사 및 공장 설립 등에 사용될 예정이다.lgh",https://finance.naver.com/news/market_special_read.nhn?article_id=0008638410&office_id=003&type=title&keyword=
11328,기타,CJ프레시웨이,"CJ프레시웨이, 분기 최대 실적에도 '약세'",2017-11-08,"CJ프레시웨이가 3분기 깜짝 호실적에도 약세다. 일회성 비용으로 인한 순적자 기록이 투자심리를 위축시킨 것으로 풀이된다. 8일 오전 9시22분 현재 CJ프레시웨이는 전날보다 1300원(3.30%) 내린 3만8150원에 거래되고 있다. CJ프레시웨이는 전날 연결기준 3분기 영업이익이 149억원으로 전년 동기 대비 79.9% 증가했다고 공시했다. 같은 기간 매출은 6620억원으로 9.2% 늘었다. 반면 순손실은 73억원으로 적자전환했다.남성현 한화투자증권 연구원은 ""분기 사상 최대 실적을 냈지만,수산물 대손 처리로 인해 순이익이 시장 기대치에 미치지 못했다""며 CJ프레시웨이에 대한 투자의견을 '중립'으로 유지했다. 박희진 한경닷컴 기자 hotimpact",https://finance.naver.com/news/market_special_read.nhn?article_id=0003847559&office_id=015&type=title&keyword=
1133,기타,파워넷,"파워넷, 코스닥 상장 첫날 하락…공모가는 상회",2018-06-07,"전력변환장치(SMPS)업체 파워넷이 코스닥시장 상장 첫 날 하락하고 있다. 다만 공모가(6500원)는 큰 폭으로 웃돈 수준에서 거래되고 있다.7일 파워넷은 시초가를 1만100원으로 결정한 후 오전 9시7분 현재 1440원(14.26%) 내린 8660원에 거래되고 있다.  파워넷은 공급되는 교류(AC)전기를 TV, 모니터, 가전, 컴퓨터 등 각종기기에 적합하도록 변환시켜 주는 전력변환장치 전문업체다. 이지훈 SK증권 연구원은 ""파워넷이 거래처 다변화와 제품 다양화를 추진하고 있고 올해는 재차 외형확대가 가능할 전망""이라며 ""조명 및 프린터 관련 매출 증가와 고객 다변화, 신재생에너지 시장 진출이 가시화되기 때문""이라고 밝혔다.오정민 한경닷컴 기자 blooming",https://finance.naver.com/news/market_special_read.nhn?article_id=0003956261&office_id=015&type=title&keyword=
11335,고점논란,신라젠,"신라젠, 3거래일 연속 하락…6만원대까지 밀려",2017-11-08,[아시아경제 최동현 기자] 최근 급등세를 보인 신라젠이 3거래일 연속 하락세다.8일 오전 9시19분 현재 신라젠은 전장 대비 4400원(5.87%) 내린 7만500원에 거래중이다. 장중 6만8500원까지 미끄러졌다. 최근 3거래일 연속 하락세다.신라젠은 2018년까지 펙사벡 임상3상 환자모집을 완료한다는 계획이 차질없이 진행되고 있다는 소식에 주가가 급등한 바 있다. 지난 9월 2만원대였던 주가는 이달초 8만원까지 치솟기도 했다.최동현 기자 nell,https://finance.naver.com/news/market_special_read.nhn?article_id=0004113689&office_id=277&type=title&keyword=
11348,실적부진,GS리테일,"GS리테일, 실적 부진 여파에 '약세'",2017-11-08,"GS리테일이 3분기 실적 부진 여파로 약세다8일 오전 9시8분 현재 GS리테일은 전날보다 1300원(3.64%) 내린 3만4400원에 거래되고 있다. GS리테일은 전날 올 3분기 영업이익이 556억원으로 전년 동기 대비 34.9% 감소했다고 공시했다. 매출은 13.7% 오른 2조2592억원으로 집계됐다박종렬 현대차투자증권 연구원은 ""GS리테일은 편의점 실적 악화와 기타부문 적자 폭 확대로 시장 전망치를 밑도는 부진한 3분기 실적을 기록했다""며 ""최저임금 상승과 공정위의 규제 강화 움직임 등 영업환경도 부정적""이라고 분석했다. 박희진 한경닷컴 기자 hotimpact",https://finance.naver.com/news/market_special_read.nhn?article_id=0003847540&office_id=015&type=title&keyword=
11350,기타,OCI,"OCI, 제품 공급과잉 우려에 '하락'",2017-11-08,"OCI가 제품 공급과잉 우려에 장 초반 하락세다.8일 오전 9시7분 현재 OCI의 주가는 전날보다 4000원(3.17%) 떨어진 12만2000원에 거래되고 있다. 이날 KB증권은 OCI가 폴리실리콘 공급과잉 문제에 다시 직면할 것이라며 투자의견을 '매수'에서 '중립'으로 하향 조정했다.백영찬 KB증권 연구원은 ""폴리실리콘 수급 밸런스는 올해와 내년 유사한 흐름을 보이겠지만 중국 업체의 증설로 2019년부터는 공급과잉이 심화할 것""이라며 ""내년에는 중국의 분산형 발전 보조금 삭감에 따라 태양광 수요의 둔화도 우려된다""고 분석했다.김은지 한경닷컴 기자 eunin11",https://finance.naver.com/news/market_special_read.nhn?article_id=0003847537&office_id=015&type=title&keyword=
11351,실적부진,GS리테일,"GS리테일, 3Q 실적 부진에 '약세'",2017-11-08,"[아시아경제 권성회 기자] GS리테일이 부진한 3분기 실적을 발표하면서 장초반 약세를 보이고 있다.8일 오전 9시6분 현재 GS리테일은 전일 대비 2.38%(850원) 내린 3만4900원에 거래되고 있다. 장중 한때 3만4300원까지 하락했다.GS리테일은 전날 장 종료 후 3분기 매출액이 전년 동기 대비 13.7% 증가한 2조2593억원을 달성했지만 영업이익은 34.9% 줄어든 556억원을 기록했다고 공시를 통해 밝혔다. 영업이익은 시장 예상치인 760억원 수준에 한참 못미치는 수준이다.이에 각 증권사들은 GS리테일의 목표주가를 일제히 내렸다. 이승은 BNK투자증권 연구원은 ""편의점 포화상태가 지속되면서 기존점 성장률은 하락한 것으로 추정된다""며 목표주가를 기존 5만원에서 3만6000원으로 대폭 하향했다.권성회 기자 street",https://finance.naver.com/news/market_special_read.nhn?article_id=0004113675&office_id=277&type=title&keyword=
11359,실적부진,GS리테일,"GS리테일, 3분기 실적 부진에 약세",2017-11-08,[이데일리 안혜신 기자] GS리테일(007070)이 3분기 실적 부진에 내림세를 보이고 있다.GS리테일은 8일 오전 9시4분 현재 전 거래일 대비 2.52%(900원) 내린 3만4800원에 거래되고 있다.GS리테일은 전날 공시를 통해 3분기 영업이익이 555억5600만원으로 전년 동기 대비 34.9% 감소했다고 밝혔다. 같은 기간 매출액은 2조2592억원으로 전년 동기 대비 13.7% 증가했으며 당기순이익은 37.6% 감소한 397억4200만원을 기록했다.박종렬 현대차투자증권 연구원은 “향후 실적 모멘텀 둔화를 고려하면 현재 주가 수준도 그리 매력적이지 않다”며 “향후 성장성과 수익성 확보에 대한 구체적인 노력이 필요한 시점”이라고 말했다.안혜신 (ahnhye,https://finance.naver.com/news/market_special_read.nhn?article_id=0003965248&office_id=018&type=title&keyword=
1136,비리의혹,삼성바이오로직스,'증선위 D-DAY'…삼성바이오로직스 하락세,2018-06-07,"【서울=뉴시스】장서우 기자 = 삼성바이오로직스의 분식회계 여부를 결정하는 금융위원회 증권선물위원회가 열리는 7일, 삼성바이오로직스(207940) 주가가 하락세다.이날 오전 9시9분 현재 삼성바이오로직스는 유가증권시장에서 전 거래일(42만1000원)보다 5000원(1.19%) 내린 41만6000원에 거래되고 있다. 이날 주가는 개장 직후 오름세를 띠며 이틀째 상승세를 이어가는 듯했으나 이내 하락 반전했다.증선위는 이날 오전 9시30분께 개의 후 여타 안건들을 처리한 후 오전 10시께부터 삼성바이오로직스에 대한 심의에 들어갈 예정이다. 증선위는 금융감독원으로부터 먼저 안건 보고를 받은 후 금감원-삼성바이오로직스, 금감원-감사인(삼정·안진회계법인) 간 대심제 형식으로 진행된다.앞서 지난달 31일 3차 회의를 가진 감리위원회에선 위원 다수가 삼성바이오로직스의 회계 처리에 문제가 있다는 쪽으로 의견을 낸 것으로 전해졌다. 다만 '회계 위반' 판단을 한 4명이 고의성 여부에 대해 의견이 갈리고 금융위 관료 3명(김학수 감리위원장·박정훈 자본시장국장·임승철 법률자문관)도 각기 엇갈린 의견을 낸 것으로 알려지면서 불확실성이 여전히 지속되고 있다.suwu",https://finance.naver.com/news/market_special_read.nhn?article_id=0008638405&office_id=003&type=title&keyword=
11362,실적부진,GS리테일,"GS리테일, 3분기 어닝 쇼크에 '약세'",2017-11-08,[머니투데이 오정은 기자] GS리테일이 3분기 실적 부진에 약세를 나타내고 있다. 8일 오전 9시6분 현재 코스피 시장에서 GS리테일은 전일대비 2.66% 내린 3만4750원에 거래 중이다. GS리테일은 전일 3분기 연결 기준 영업이익이 555억5600만원으로 전년 동기 대비 34.9% 감소했다고 공시했다. 같은 기간 매출액은 2조2592억5700만원으로 13.7% 증가한 반면 당기순이익은 397억4200만원으로 37.6% 감소한 것으로 잠정집계됐다. ,https://finance.naver.com/news/market_special_read.nhn?article_id=0003960593&office_id=008&type=title&keyword=
11378,실적부진,SK텔레콤,"SK텔레콤, 3Q 실적 부진에 이틀 연속 약세",2017-11-07,"[아시아경제 권성회 기자] SK텔레콤이 3분기 실적 부진 결과에 2거래일 연속 약세를 보이고 있다.7일 오후 1시44분 현재 SK텔레콤은 전일 대비 1.73%(4500원) 내린 25만5500원에 거래되고 있다. SK텔레콤은 전날 올해 3분기 매출액이 전년 동기 대비 4.7% 증가한 4조4427억원, 영업이익이 7.5% 감소한 3924억원으로 잠정집계됐다고 공시했다.영업이익은 시장 예상치보다 5%가량 못 미치는 수준이었다.SK텔레콤은 이에 전날에도 주가가 2.26% 하락했다.김현용 이베스트투자증권 연구원은 ""무선 마케팅 경쟁 격화 조짐이 이번 마케팅 비용율 증가에서부터 나타나는 것으로 보여 4분기 이후 실적의 추가 둔화 가능성이 있고, 이를 상쇄할 만한 유선사업의 고성장 또는 SK플래닛의 매출증가율이 기대에 못 미치는 것으로 판단된다""며 SK텔레콤의 투자의견을 '보유'로 유지했다. 권성회 기자 street",https://finance.naver.com/news/market_special_read.nhn?article_id=0004112995&office_id=277&type=title&keyword=
11385,기타,디에이테크놀로지,"디에이테크놀로지, 공급계약 해지 소식에 장초반 약세",2017-11-07, 디에이테크놀로지가 대규모 공급계약 해지 소식에 7일 장 초반 약세를 보이고 있다.  이날 오전 10시10분 현재 코스닥시장에서 디에이테크놀로지는 전날보다 4.52% 떨어진 1만550원에 거래됐다.  디에이테크놀로지는 중국 업체에 배터리 제조장비를 공급하는 계약이 해지됐다고 전날 장 마감 후 공시했다.  해지된 계약 금액은 196억원으로 작년 연결 매출액의 26.11%에 해당하는 규모다.  회사 측은 상대방이 계약 체결 후 계약금을 입금하지 않는 등 계약을 불이행했다고 설명했다.   pja,https://finance.naver.com/news/market_special_read.nhn?article_id=0003901359&office_id=014&type=title&keyword=
11388,기타,동양네트웍스,"동양네트웍스, 경영권 분쟁 장기화 조짐에 4%↓",2017-11-07,[아시아경제 문채석 기자]동양네트웍스 주가가 4% 넘게 내리고 있다. 경영권 분쟁이 장기화될 수 있다는 소식이 영향을 미치는 것으로 보인다. 7일 오전 9시41분 현재 동양네트웍스는 전 거래일보다 70원(4.46%) 내린 1500원에 거래되고 있다. 동양네트웍스는 6일 열린 임시 주주총회에서 정관 변경과 사내이사 선임 등이 모두 부결됐다고 같은 날 공시했다. 현재 지분 21.2%를 보유한 대주주 메타헬스케어투자조합과 이사회에서 큰 영향력을 보이는 전 대주주 이기태 전 삼성전자 부회장은 이 회사 경영권을 두고 분쟁 중이다. 임시주총이 끝난 뒤 메타헬스케어투자조합 측 관계자는 계속 의결권을 확보할 것으로 발언했다고 알려졌다.문채석 기자 chaeso,https://finance.naver.com/news/market_special_read.nhn?article_id=0004112640&office_id=277&type=title&keyword=
11389,기타,디에이테크놀로지,"디에이테크놀로지, 대규모 공급계약 해지 소식에 ↓",2017-11-07,[아시아경제 임혜선 기자]디에이테크놀로지는 대규모 공급계약 해지 소식에 약세다.7일 오전 9시33분 현재 디에이테크놀로지는 전일보다 3.62% 내린 1만650원에 거래되고 있다.디아이테크놀로지는 중국 기업과 체결한 195억5897억원 규모 배터리 제조장비 공급 계약이 해지됐다고 전날 공시했다.  이는 지난해 연결 매출액의 26.11%에 해당하는 규모다.임혜선 기자 lhsro,https://finance.naver.com/news/market_special_read.nhn?article_id=0004112630&office_id=277&type=title&keyword=
11394,기타,더블유게임즈,"더블유게임즈, 3Q 호실적 발표에도 하락",2017-11-07,"[아시아경제 최동현 기자] 더블유게임즈가 3분기 호실적에도 내림세다.7일 오전 9시30분 현재 더블유게임즈는 전장 대비 2700원(4.75%) 내린 5만4200원에 거래중이다.더블유게임즈는 올해 3분기 연결기준 영업이익이 276억1400만원을 기록해 전년 동기 대비 172.5% 증가했다고 이날 공시했다. 같은 기간 매출액은 1071억9800만원으로 185.2% 증가했고, 당기순이익은 148억3700만원으로 77.4% 늘었다.최동현 기자 nell",https://finance.naver.com/news/market_special_read.nhn?article_id=0004112617&office_id=277&type=title&keyword=
11400,대규모매도,대우건설,"대우건설, ""보유주식 팔겠다"" 금호타이어 공시에 '약세'",2017-11-07,[이데일리 정수영 기자] 대우건설이 금호타이어의 보유주식 처분 소식에 7일 약세다. 이날 오전 9시16분 현재 대우건설은 전날보다 2.64% 떨어진 6620원에 거래되고 있다. 금호타이어는 재무구조를 개선하고 유동성을 확보하기 위해 기존에 보유하던 대우건설 주식 1827만7029주를 10245억원에 처분한다고 전날 장 마감 후 공시했다. 이는 작년말 연결 재무제표 기준 자기자본의 10.3%에 해당하는 규모다. 이 거래는 7일 장 개시 전 시간외 대량매매 방식으로 이뤄질 예정이라고 회사 측은 설명했다.정수영 (grassdew,https://finance.naver.com/news/market_special_read.nhn?article_id=0003964199&office_id=018&type=title&keyword=
11403,기타,더블유게임즈,"더블유게임즈, 3분기 호실적에도 '약세'",2017-11-07,더블유게임즈가 3분기 호실적 발표에도 하락세를 보이고 있다. 실적 발표에 앞서 주가가 미리 오르면서 차익실현 매물이 나오고 있는 것으로 증권가는 분석했다. 7일 오전 9시18분 현재 더블유게임즈는 전일 대비 2200원(3.87%) 내린 5만4700원에 거래 중이다. 실적 발표 전날에는 9.85% 올랐다. 이날 더블유게임즈는 올해 3분기 연결기준 영업이익이 276억1400만원을 기록해 전년 동기 대비 172.5% 증가했다고 공시했다. 같은 기간 매출은 1071억9800만원으로 185.2% 증가했으며 순이익은 148억3700만원으로 77.4% 늘었다. 안혜원 한경닷컴 기자 anhw,https://finance.naver.com/news/market_special_read.nhn?article_id=0003846973&office_id=015&type=title&keyword=
11405,소송,바이로메드,"바이로메드, 이연제약과의 소송 소식에 '하락'",2017-11-07,"바이로메드와 이연제약이 유전자치료제 특허지분 소송을 시작했다는 소식에 나란히 하락세다.7일 오전 9시15분 현재 바이로메드는 전날보다 1만200원(7.46%) 내린 12만6600원에 거래되고 있다. 이연제약도 5.57% 내리고 있다.바이로메드는 전날 자사의 바이오 신약 후보물질인 VM202와 관련된 특허에 대해 이연제약이 명의와 권리를 2분의1씩 이전하라는 내용의 소송을 청구했다고 공시했다.바이로메드 측은 ""법률대리인을 통해 법적인 절차에 맞춰 당사 및 주주의 이익을 위해 적극 대응할 예정""이라고 밝혔다.김아름 한경닷컴 기자 armijjang",https://finance.naver.com/news/market_special_read.nhn?article_id=0003846972&office_id=015&type=title&keyword=
11407,실적부진,오이솔루션,"오이솔루션, 3분기 영업적자 확대에 약세",2017-11-07,[이데일리 최정희 기자] 오이솔루션(138080) 주가가 3%대 하락하고 있다. 7일 마켓포인트에 따르면 오이솔루션 주가는 이날 오전 9시 13분 현재 전 거래일보다 3.21% 하락한 8750원에 거래되고 있다. 오이솔루션은 이날 장 개장 전 공시를 통해 3분기 연결 매출액이 167억1800민원으로 전년동기보다 11.9% 감소하고 영업이익이 16억2100만원으로 3679.5% 급감했다고 밝혔다. 3분기 누적 영업적자는 217억원으로 전년동기대비로도 적자로 전환됐다. 다만 오이솔루션은 4분기 매출액은 180억원 수준이 될 것이라고 잠정 공시했다.최정희 (jhid0201,https://finance.naver.com/news/market_special_read.nhn?article_id=0003964193&office_id=018&type=title&keyword=
11409,소송,바이로메드,"바이로메드, 이연제악의 소송 청구 소식에 하락",2017-11-07,"[아시아경제 최동현 기자] 바이로메드가 이연제약의 소송 청구 소식에 장초반 하락세다.7일 오전 9시13분 현재 바이로메드는 전장 대비 9600원(7.02%) 내린 12만7200원에 거래중이다.바이로메드는 전날 ‘VM2020 관련 국내, 해외 툭허 지분변경, 이전 및 자료제공 사용승인’을 요구하는 이연제약의 소송청구건을 접수했다고 공시했다.바이로메드 측은 ""법률 대리인을 통해 적극 대응할 것""이라고 밝혔다.최동현 기자 nell",https://finance.naver.com/news/market_special_read.nhn?article_id=0004112585&office_id=277&type=title&keyword=
11410,소송,바이로메드,"바이로메드, 이연제약과 유전자치료제 특허 소송에 `급락`",2017-11-07,[이데일리 이후섭 기자] 바이로메드(084990)가 급락세다. 이연제약과의 유전자치료제 특허지분 소송 소식에 영향을 받은 것으로 보인다.7일 오전 9시5분 현재 바이로메드는 전날대비 1만4200원(10.38%) 내린 12만2600원에 거래되고 있다. 이연제약(102460)도 5.34% 하락세를 기록하고 있다.바이로메드는 자사 바이오 신약 후보물질 `VM202` 관련 출원·등록 특허에 대해 이연제약이 명의와 권리를 각각 2분의 1씩 이전하라는 내용의 소송을 청구했다고 전날 공시했다. 회사 측은 “법률대리인을 통해 법적인 절차에 맞춰 당사 및 주주의 이익을 위해 적극 대응할 예정”이라고 설명했다.이후섭 (dlgntjq,https://finance.naver.com/news/market_special_read.nhn?article_id=0003964189&office_id=018&type=title&keyword=
11410,소송,이연제약,"바이로메드, 이연제약과 유전자치료제 특허 소송에 `급락`",2017-11-07,[이데일리 이후섭 기자] 바이로메드(084990)가 급락세다. 이연제약과의 유전자치료제 특허지분 소송 소식에 영향을 받은 것으로 보인다.7일 오전 9시5분 현재 바이로메드는 전날대비 1만4200원(10.38%) 내린 12만2600원에 거래되고 있다. 이연제약(102460)도 5.34% 하락세를 기록하고 있다.바이로메드는 자사 바이오 신약 후보물질 `VM202` 관련 출원·등록 특허에 대해 이연제약이 명의와 권리를 각각 2분의 1씩 이전하라는 내용의 소송을 청구했다고 전날 공시했다. 회사 측은 “법률대리인을 통해 법적인 절차에 맞춰 당사 및 주주의 이익을 위해 적극 대응할 예정”이라고 설명했다.이후섭 (dlgntjq,https://finance.naver.com/news/market_special_read.nhn?article_id=0003964189&office_id=018&type=title&keyword=
11412,기타,더블유게임즈,"더블유게임즈, 3Q 호실적 발표에도 '하락'",2017-11-07,"[이데일리 정수영 기자] 더블유게임즈(192080)가 3분기 호실적 발표에도 7일 주가가 하락세다. 3분기 실적 상승 기대감에 이미 주가가 많이 오르면서 차익매물이 쏟아진 때문으로 풀이된다. 이날 오전 9시10분 현재 더블유게임즈는 전날보다 3.51% 떨어진 5만4900원에 거래되고 있다. 더블유게임즈는 3분기 영업이익이 전년 동기 대비 172.5% 늘어난 276억1400만원으로 잠정 집계됐다고 이날 공시했다. 매출액은 185.2% 늘어난 1071억9800만원, 당기순이익은 148억3700만원으로 77.4% 증가했다.정수영 (grassdew",https://finance.naver.com/news/market_special_read.nhn?article_id=0003964186&office_id=018&type=title&keyword=
11421,소송,바이로메드,"바이로메드, 이연제약 소송청구 소식에 8% 하락",2017-11-07,"[머니투데이 송선옥 기자] 바이로메드가 이연제약의 소송 청구 소식에 8% 넘게 빠지고 있다. 코스닥 시장에서 바이로메드는 7일 오전 9시8분 현재 전일대비 1만2100원(8.85%) 내린 12만4700원을 기록하고 있다. 바이로메드는 전일 ‘VM2020 관련 국내, 해외 툭허 지분변경, 이전 및 자료제공 사용승인’을 요구하는 이연제약의 소송청구건을 접수했다고 공시했다. 바이로메드와 이연제약은 2004년 ‘VM202 국내 상용화 계약’을 체결하고 지난 13년간 파트너십을 이어왔다. 바이로메드측은 이번 소송과 관련해 “VM202 해외 임상시험에는 전혀 영향을 끼치지 않는 사항”이라며 법률 대리인을 통해 적극 대응하겠다고 밝혔다. ",https://finance.naver.com/news/market_special_read.nhn?article_id=0003959872&office_id=008&type=title&keyword=
11427,기타,더블유게임즈,"더블유게임즈, 3분기 호실적 발표에도 약세",2017-11-07,[머니투데이 오정은 기자] 더블유게임즈가 3분기 호실적 발표에도 약세를 나타내고 있다. 실적 발표에 앞서 주가가 미리 오른 데 따른 차익실현 매물이 출회된 탓이다. 7일 오전 9시4분 현재 코스닥 시장에서 더블유게임즈는 전일대비 2.28% 내린 5만5600원에 거래 중이다. 전일 실적이 발표되기 전에 9.85% 오른 데 따른 피로감이 반영되는 흐름이다. 이날 더블유게임즈는 올해 3분기 연결기준 영업이익이 276억1400만원을 기록해 전년 동기 대비 172.5% 증가했다고 공시했다. 같은 기간 매출액은 1071억9800만원으로 185.2% 증가했다. 당기순이익은 148억3700만원으로 77.4% 증가했다. ,https://finance.naver.com/news/market_special_read.nhn?article_id=0003959866&office_id=008&type=title&keyword=
11435,실적부진,한화갤러리아타임월드,"한화갤러리아타임월드, 2019년까지 적자 지속 전망 나와…5%↓",2017-11-06,"[아시아경제 문채석 기자]한화갤러리아타임월드의 적자가 2019년까지 지속될 것이란 전망이 나오면서 주가가 5% 넘게 내리고 있다. 6일 오후 2시32분 현재 한화갤러리아타임월드는 전 거래일보다 1800원(5.04%) 내린 3만3900원에 거래되고 있다. 한화갤러리아타임월드는 지난 3일 3분기 잠정 영업이익이 흑자전환해 1억3600만원을 기록했다고 공시했다. 하지만 장기적으로 실적이 오를 지는 미지수다. 김규리 신한금융투자 연구원은 ""일회성 이익과 면세점 적자폭이 축소지만 백화점 부가세 환입 관련 일회성 이익 영향을 빼면 43억원 적자""라고 분석했다.김 연구원은 이 회사가 4분기에 총매출액을 전년 동기보다 8.1% 증가한 2431억원, 영업이익은 60억원을 거둘 것으로 내다봤다. 김 연구원은 ""3분기 면세점 적자 폭 축소는 긍정적이지만 단기간 내 흑자전환은 쉽지 않아 보여 4분기에 영업손실 70억원을 거둘 것으로 보인다""며 ""연말 제주 면세점 철수를 감안해도 내년에 188억원, 2019년엔 130억원 영업손실을 기록할 것""으로 예상했다. 문채석 기자 chaeso",https://finance.naver.com/news/market_special_read.nhn?article_id=0004112168&office_id=277&type=title&keyword=
1144,기타,파워넷,"파워넷, 상장 첫날 하락…공모가는 웃돌아",2018-06-07,"[이데일리 이광수 기자] 파워넷(037030)이 코스닥시장 상장 첫날 하락세를 보이고 있으나, 공모가는 웃돈 수준으로 거래되고 있다. 7일 오전 9시 5분 현재 파워넷의 주가는 시초가 대비 820원(8.12%) 내린 9280원에 거래되고 있으나 공모가 보다는 42.7% 높은 수준이다. 파워넷의 공모주식수는 357만주, 공모가액은 희망가액 상단인 6500원으로 결정됐다. 공모가액 기준 예상시가총액은 780억원으로 작년 실적기준 주가수익비율(PER) 은 11.5 배이다. 공모 후 주주구성은 △위지트 33.17% △청강 17.2% △IBKC/SBI 투자조합 5.85% △동부증권 신탁 5.55% △우리사주조합 3.44%이다.파워넷은 전력변환장치인 SMPS(Switching Mode Power Supply) 전문업체다. 전력변환장치는 공급되는 교류(AC)전기를 TV나 모니터, 가전, 컴퓨터 등 각종기기에 적합하도록 바궈주는 장치다. 최근에는 의료기기에서 스마트카, 신재생에너지, ESS 까지 적용 영역이 확대되고 있다최종경 BNK투자증권 연구원은 “삼성전자 퀀텀닷TV 단독 수주와 HP 신형 복합기 300만대 수주 등이 올해 실적에 기여할 전망”이라며 “일본 프린터 시장 단독 진출에 따른 수익성 확대도 긍정적 요소”라고 설명했다.이지훈 SK증권 연구원은 “조명과 프린터 관련 매출증가와 고객 다변화, 신재생에너지 시장 진출이 가시화됐다“며 “올해 외형확대가 가능할 전망”이라고 밝혔다.이광수 (gs88",https://finance.naver.com/news/market_special_read.nhn?article_id=0004120012&office_id=018&type=title&keyword=
11446,실적부진,SK텔레콤,"SK텔레콤, 3Q 영업이익 감소에 '약세'",2017-11-06,"[이데일리 정수영 기자] SK텔레콤(017670)이 3분기 저조한 실적 발표에 6일 주가가 하락세다. 이날 오전 10시28분 현재 SK텔레콤은 전날보다 2.26% 떨어진 26만원에 거래되고 있다. SK텔레콤은 3분기 연결 기준 영업이익이 3924억원으로 전년 동기 대비 7.5% 줄었다고 이날 공시했다. 같은 기간 매출액은 4조4427억원으로 전년 동기 대비 4.7%, 당기순이익은 7930억원으로 146.2% 각각 증가했다.영업이익 감소는 마케팅 비용과 감가상각비 증가 때문으로 회사측은 설명했다. 반면 매출과 당기순이익은 각각 자회사 실적 개선과 SK하이닉스 지분법 이익으로 지난해보다 증가했다는 분석이다.정수영 (grassdew",https://finance.naver.com/news/market_special_read.nhn?article_id=0003963422&office_id=018&type=title&keyword=
11450,실적부진,휴비츠,"휴비츠, 3분기 실적 충격 소식에 3%↓",2017-11-06,"[아시아경제 문채석 기자]안과 진단기 기업인 휴비츠가 3분기 어닝 쇼크(실적 충격) 소식에 3% 넘게 내리고 있다. 6일 오전 10시21분 현재 휴비츠는 전 거래일보다 450원(3.33%) 내린 1만3050원에 거래되고 있다. 휴비츠는 지난 3일 3분기 연결 기준 매출액이 전년 동기 대비 14.8% 증가한 181억2200만원, 영업이익은 2.3% 감소한 20억9900만원을 기록했다고 공시했다. 선민정 하나금융투자 연구원은 이 회사의 3분기 영업이익이 추정치를 크게 밑돌았다고 전했다. 선 연구원은 ""3분기 영업이익이 줄어든 것은 전시회 비용 증가와 보급형 신제품 개발비 비용 처리 등 일회성 요인 때문""이라며 ""매년 3분기엔 전시회 참여 비용이 실적에 반영되곤 하지만 올해는 새 보급형 검안기기 출시 등으로 이전보다 비용이 크게 늘어난 것으로 보인다""고 짚었다. 그는 ""매출액은 올해 출시한 보급형 검안기기 3종과 비접촉식 안압계 효과로 에 힘입어 전년동기대비 두 자릿수 성장한 것으로 보인다""며 ""영업이익 부진은 본업과 관계 없는 일회성 이슈고 4분기엔 신제품이 출시될 예정이라 주가가 상향 조정될 가능성이 있다""고 내다봤다. 문채석 기자 chaeso",https://finance.naver.com/news/market_special_read.nhn?article_id=0004111797&office_id=277&type=title&keyword=
