"종목코드","cb_all","label_all","category","title1","date","news","urls","label_pred","year","매출액","자산총계","영업이익률","부채비율","EPS","buliding","buildingyear"
5690,"파미셀",2895,"비리의혹","제약·바이오, 삼성바이오 '회계위반' 충격에 동반 하락",2018-05-02,"삼성바이오로직스 분식회계 파문으로 제약·바이오주들이 회계처리 방식이 다시 도마에 오르면서 동반 하락세를 보이고 있다.2일 오전 9시11분 삼성바이오로직스(207940)는 전 거래일 대비 8만3000원 내린(-17.01%) 40만5000원에 거래되고 있다.전날 금융감독원은 삼성바이오로직스를 특별감리한 결과 회계처리 위반이 있었던 것으로 잠정 결론내렸다. 금감원은 ""삼성바이오로직스가 2015년 종속회사였던 삼성바이오에피스를 관계회사로 인식해 자산과 이익을 부풀렸다""고 판단했다. 다음달 열리는 금융위원회 산하 증권선물위원회에서 제재 수위가 결정될 전망이다.금감원이 현재 제약·바이오주 10곳을 대상으로 개발비 회계처리 방식에 대한 테마감리를 진행 중인 상황이라 이번 감리 결과가 투자심리를 약화시키고 있다.유가증권시장에서 셀트리온(068270)이 1%대의 하락세를 보이고 있고, 삼일제약(000520)(-8.74%), 한올바이오파마(009420)(-6.22%), 동성제약(002210)(-6.03%), 우리들제약(004720)(-5.04%), 파미셀(005690)(-4.91%) 등도 동반 하락중이다.코스닥시장에서 셀트리온제약(068760), 셀트리온헬스케어(091990)등도 1~2% 대 내리고 있고, 이 외에 오스코텍(039200)(-8.13%), 팬젠(222110)(-7.24%) 이수앱지스(086890)(-6.64%), 메디포스트(078160)(-6.08%), 차바이오텍(085660)(-6.05%) 등 제약바이오 종목 대부분이 하락세다.[김유정 기자 kyj","https://finance.naver.com/news/market_special_read.nhn?article_id=0000405068&office_id=366&type=title&keyword=","비리의혹",2018,252,638,-17.7,13.86,-671,"1968.08.20",1968
5690,"파미셀",4159,"기타","파미셀, 투자 경고종목 지정에 하락세",2018-04-10,"파미셀이 투자경고종목으로 지정됐다는 소식에 하락하고있다.파미셀은 10일 오전 9시 4분 현재 전 거래일 대비 5.86%(1450원) 떨어진 2만3300원에 거래되고 있다.이 종목은 지난 4일부터 4거래일 연속으로 급등하면서 투자경고 종목으로 지정됐다. 추가 상승시 매매거래가 정지될 수 있다.[디지털뉴스국 이가희 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004130657&office_id=009&type=title&keyword=","비리의혹",2018,252,638,-17.7,13.86,-671,"1968.08.20",1968
5740,"크라운해태홀딩스",16987,"국내증시위기","벽산·서흥 등 코스피200 제외종목 `약세`",2017-05-18,"[이데일리 이후섭 기자] 벽산(007210) 서흥(008490) 일동홀딩스(000230) 등 코스피200지수에서 제외된 종목들이 하락세다.18일 오전 10시15분 현재 벽산은 전날대비 160원(4.34%) 내린 3525원에 거래되고 있다. 서흥과 일동홀딩스는 각각 3.93%, 3.21% 하락세를 기록하고 있다. 크라운해태홀딩스(005740)(-2.87%) 하이트진로홀딩스(000140)(-2.53%) 삼광글라스(005090)(-1.58%) 국도화학(007690)(-1.47%) S&T;중공업(003570)(-1.33%) 등도 약세를 면치 못하고 있다.한국거래소는 지난 16일 주가지수운영위원회를 열고 코스피200과 코스닥150 구성종목 정기변경을 확정했다고 전날 밝혔다. 이번 코스피200지수 정기변경으로 기존에 편입됐던 하이트진로홀딩스, 일동홀딩스, 일신방직, S&T;중공업, 조광피혁, 삼광글라스, 크라운해태홀딩스, 벽산, 국도화학, 서흥 등 10개 종목이 빠졌다. 이창환 IBK투자증권 연구원은 “발표된 종목의 정기변경일은 오는 6월9일이나 실질적인 편출이 이뤄지는 시점은 6월 선물·옵션 동시 만기일인 둘째주 목요일 장마감 이후”라며 “이날 코스피200을 추종하는 패시브 펀드의 자금 유출입이 발생할 수 있다”고 판단했다.이후섭 (dlgntjq","https://finance.naver.com/news/market_special_read.nhn?article_id=0003827432&office_id=018&type=title&keyword=","국내증시위기",2017,11888,11778,5.54,190.91,2309,"1968.09.18",1968
5740,"크라운해태홀딩스",17961,"재상장","크라운해태홀딩스, 분할재상장 후 처음으로 하락",2017-04-17,"
크라운해태홀딩스(005740)가 분할상장 후 처음으로 하락세를 나타내고 있다.17일 오전 9시 45분 현재 크라운해태홀딩스는 전날보다 3.49%(1400원) 내린 3만8700원에 거래되고 있다.크라운해태홀딩스는 지난 11일 분할상장한 이후 3일 연속 29% 상승한 뒤 14일에는 3.08% 상승했다.반면 크라운제과(264900)는 11.67%(2800원) 오른 2만6800원을 기록하고 있다. 크라운제과는 14일부터 이틀 연속 10% 이상 급등세를 보이고 있다.크라운해태홀딩스는 옛 크라운제과의 식품제조사업 부문을 인적분할해 크라운제과를 신규설립했다. 존속법인 상호는 크라운해태홀딩스로 변경한 뒤 지주회사로 전환했다.[안소영 기자 seenrun","https://finance.naver.com/news/market_special_read.nhn?article_id=0000366433&office_id=366&type=title&keyword=","재상장",2017,11888,11778,5.54,190.91,2309,"1968.09.18",1968
5930,"삼성전자",17307,"대규모매도","삼성전자 2%↓…10거래일 만에 하락 전환",2017-05-10,"[아시아경제 박나영 기자]삼성전자가 외인 매도세에 2% 넘게 하락하고 있다. 10일 오후 2시 53분 현재 삼성전자는 전 거래일 대비 5만1000원(2.17%) 떨어진 230만원에 거래 중이다. 이 시각 매도창구 상위에 HSBC, 모건스탠리, UBS 등의 증권사가 이름을 올리고 있다. 전 거래일까지 9거래일 연속 상승한 데 따른 '숨고르기'로 분석된다. 삼성전자는 지난 8일 사상 최고치인 235만1000원에 거래를 마감했다.  증권가에서는 삼성전자 2분기 실적이 역대 최고치를 달성할 것으로 보고 목표주가를 최대 290만원까지 올려잡고 있다. 박나영 기자 bohena","https://finance.naver.com/news/market_special_read.nhn?article_id=0003990850&office_id=277&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",15480,"대규모매도","삼성전자, 분기사상 최대실적에도 약세…외인 매도",2017-07-07,"
삼성전자(005930)가 2분기 사상 최대 실적을 기록하고도 하락세다. 차익실현 매물이 출회되는 것으로 분석된다.7일 오전 9시 32분 현재 삼성전자는 전거래일보다 1만4000원(0.58%) 하락한 238만9000원에 거래 중이다. 도이치증권, UBS, 다이와 등 외국인이 매도 창구 상위에 이름을 올리고 있다.이날 삼성전자는 잠정실적 공시를 통해 2017년 2분기에 60조원의 매출액과 14조원의 영업이익을 기록했다고 밝혔다. 지난해 같은 기간보다 매출액은 17.79%, 영업이익은 71.99% 증가한 것이자 분기 사상 최대 영업이익이다.[전준범 기자 bbeom","https://finance.naver.com/news/market_special_read.nhn?article_id=0000375344&office_id=366&type=title&keyword=","고점논란",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",14868,"고점논란","SK하이닉스 차익실현 매물 출회에 이틀째 약세",2017-07-26,"[이데일리 최정희 기자] SK하이닉스(000660)가 3분기에도 최대 실적을 낼 것이라며 증권가에선 목표주가를 줄줄이 상향 조정하고 있으나 시장에선 이틀째 약세를 보이고 있다. 외국인과 기관을 중심으로 차익매물이 쏟아진 영향이다. 26일 마켓포인트에 따르면 SK하이닉스는 이날 오후 2시 16분경 전 거래일보다 4.40% 하락한 6만7300원에 거래되고 있다. 전 거래일 3.56% 하락한 것을 감안하면 이틀 간 8% 가량이 급락한 것이다. 에프앤가이드에 따르면 SK하이닉스의 3분기 매출과 영업이익 컨센서스는 각각 7조4241억원, 3조3499억원으로 사상 최대 실적이 예고되고 있다. 증권사의 목표주가 또한 9만원까지 상승한 상태다. 그러나 외국인은 이날 637억7300만원 가량을 순매도해 삼성전자(005930)에 이어 가장 많은 물량을 팔아치우고 있다. 기관투자자 역시 192만1900만원을 순매도해 SK하이닉스는 순매도 1위를 기록하고 있다.최정희 (jhid0201","https://finance.naver.com/news/market_special_read.nhn?article_id=0003883520&office_id=018&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",14545,"국내증시위기","코스피 급락에 증권주 5% 가량 하락",2017-08-03,"[이데일리 최정희 기자] 코스피 지수가 나흘만에 1.75% 가량 급락하면서 증권주 역시 5% 가량 하락하고 있다. 3일 마켓포인트에 따르면 코스피 내 증권주는 이날 오후 2시 7분 현재 전 거래일보다 4.92% 하락 거래중이다. KTB투자증권(030210), NH투자증권(005940)이 각각 6%, 5% 하락 중이다. 메리츠종금증권(008560)도 7% 하락하고 있다. 유진투자증권(001200), 한화투자증권(003530) 등이 5%대 하락하는 등 코스피 내 상장된 증권주가 전부 하락하고 있다. 이날 코스피 지수를 끌어내린 것은 미국의 북한, 러시아 제재 등 정치적 불확실성에 투자심리가 약화되면서 외국인이 삼성전자(005930) 등을 3000억원 가량에 순매도한 영향이다. 여기에 정부의 부동산 규제책 등과 맞물려 건설주를 비롯한 주요 업종이 일제히 하락세를 보이고 있다.최정희 (jhid0201","https://finance.naver.com/news/market_special_read.nhn?article_id=0003889965&office_id=018&type=title&keyword=","국내증시위기",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",13806,"비리의혹","이재용 공판 시작, 긴장한 삼성그룹株 대체로 약세",2017-08-25,"[이데일리 이명철 기자] 이재용 삼성전자 부회장에 대한 뇌물공여 등의 혐의 1심 선고 공판이 시작하면서 삼성그룹 계열사 주가가 혼조세를 나타내고 있다.25일 오후 3시12분 현재 삼성물산(028260) 주가는 2.58% 내린 13만2000원, 삼성에스디에스(018260) 삼성전자(005930) 삼성전기(009150) 제일기획(030000) 등이 약세다. 삼성엔지니어링(028050)은 장중 상승폭이 7%까지 올랐다가 현재 4%대로 내려갔다. 삼성중공업(010140) 삼성생명(032830) 등은 상승세다. 1심 선고 결과에 관심이 쏠리면서 투자심리 또한 긴장감을 나타내는 것으로 풀이된다.서울중앙지법 형사 27부는 이날 오후 2시30분 이재용 부회장 등 삼성 전현직 임직원에 대한 선고 공판을 시작했다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0003906851&office_id=018&type=title&keyword=","비리의혹",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",13756,"비리의혹","삼성그룹주, 리더십 부재로 장기 경쟁력 상실 우려 ↓",2017-08-28,"[이데일리 박형수 기자] 오후 들어 삼성그룹주가 일제히 낙폭을 확대하고 있다. 이재용 삼성전자 부회장이 장기간 자리를 비우면서 리더십 부재로 인한 전략적 결정과 투자가 지연될 수 있다는 우려가 작용한 것으로 보인다.28일 오후 1시49분 삼성전자(005930)는 전 거래일 대비 2.13% 내린 230만1000원에 거래되고 있다. 외국인이 1만5000주가량 순매도를 기록하며 주가의 발목을 잡았다. 삼성물산(028260) 삼성생명(032830) 삼성화재(000810) 등 주요 계열사도 2~3%대 하락률을 기록하고 있다.지난 주말 스탠더드앤드푸어스(S&P;)는 이 부회장이 5년형을 선고받은 것에 대해 리더십 부재로 대규모 투자 지연, 다른 기업과의 전략적 제휴 등 삼성전자 특유의 경영체제에 변화가 생길 수밖에 없다고 우려했다. 장기적인 관점에서 경쟁력 저하가 불가피할 것으로 내다봤다.박형수 (parkhs","https://finance.naver.com/news/market_special_read.nhn?article_id=0003908778&office_id=018&type=title&keyword=","비리의혹",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",17945,"대규모매도","삼성전자, 외인 '팔자'에 207만원대로 하락",2017-04-17,"[아시아경제 박나영 기자]삼성전자가 외국인 매도세에 207만원대로 떨어졌다. 17일 오후 3시 2분 현재 삼성전자는 전 거래일 대비 2만4000원(1.14%) 내린 207만7000원에 거래 중이다. 이 시각 매도창구 상위에 골드만삭스, 제이피모건, DSK, 모건스탠리 등 외국계 증권사가 이름을 올리고 있다. 외국인은 이달 들어 단 이틀을 제외하고 연일 순매도세를 보였다. 박나영 기자 bohena","https://finance.naver.com/news/market_special_read.nhn?article_id=0003976472&office_id=277&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",16004,"고점논란","삼성전자, 최고가 경신 후 숨고르기…사흘만에 하락",2017-06-21,"대장주 삼성전자가 지난 20일 사상 최고가를 경신한 후 쉬어가는 흐름을 나타내고 있다. 21일 오전 9시3분 현재 유가증권시장에서 삼성전자는 전날보다 1만9000원(0.79%) 내린 238만8000원에 거래되고 있다. 거래일 기준 사흘 만에 약세로 돌아섰다.모건스탠리, CS증권 등 외국계 증권사 창구를 통해 매수세와 매도세가 출회되고 있다.삼성전자는 전날 240원을 돌파해 사상 최고가를 한 달여만에 경신했다.오정민 한경닷컴 기자 blooming","https://finance.naver.com/news/market_special_read.nhn?article_id=0003784839&office_id=015&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",17588,"기타","삼성전자, 지주사 전환 안한다는 소식에 약세",2017-04-27,"
삼성전자(005930)가 지주사로 전환하지 않는다는 소식에 약세를 보이고 있다.27일 오전 9시 4분 현재 삼성전자는 전거래일보다 1.92%(4만1000원) 내린 209만9000원에 거래되고 있다.삼성전자는 이날 지주사 전환을 하지 않기로 했다고 공시했다.삼성전자 측은 “철저히 중립적인 관점에서 외부 전문가들과 법률, 재무, 세제 등 다양한 측면을 검토한 결과 지주회사 전환이 사업경쟁력 강화에 별다른 도움이 되지 않았다”며 “전환 과정에서 여러 이슈들이 존재하는 것으로 분석돼 지주사로 전환하지 않는 것이 타당하다고 판단했다”고 설명했다[안소영 기자 seenrun","https://finance.naver.com/news/market_special_read.nhn?article_id=0000367715&office_id=366&type=title&keyword=","비리의혹",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",11534,"대규모매도","삼성전자, 외인 '팔자'에 약세",2017-11-03,"[아시아경제 박나영 기자]삼성전자가 외국인 매도에 하락세다. 최근 가파른 상승에 따른 차익실현 매물로 풀이된다. 3일 오전 9시22분 현재 삼성전자는 전 거래일 대비 2만3000원(0.81%) 내린 283만원에 거래 중이다. 지난 1일 287만5000원까지 오르며 사상 최고가를 새로 썼다. 이 시각 매도창구 상위에 UBS, CS, 메릴린치, 씨티그룹 등 외국계 증권사가 이름을 올리고 있다. 박나영 기자 bohena","https://finance.naver.com/news/market_special_read.nhn?article_id=0004110306&office_id=277&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",17018,"기타","삼성전자, 이틀째 하락…230만원 하회",2017-05-18,"삼성전자가 이틀째 하락해 장중 230만원선 아래로 내려갔다.18일 오전 9시4분 현재 유가증권시장에서 삼성전자는 전날보다 2만9000원(1.25%) 내린 128만8000원에 거래되고 있다.삼성전자 주가는 지난 8일 230만원선을 돌파한 후 등락을 이어가며 안착을 시도하고 있다. 증권가에서는 올 2분기에도 삼성전자가 실적 개선세를 이어갈 것으로 전망하고 있다.권성률 동부증권 연구원은 ""다소 낮아진 원·달러 환율을 제외하면 정보기술(IT)주 실적에 부정적인 영향을 미칠만한 요인은 없다""며 ""D램 메모리, 낸드플래시 평균 판매가격(ASP) 등을 고려하면 반도체 부문 실적 개선 폭이 큰 만큼, 삼성전자의 영업이익 신기록이 이어질 전망""이라고 분석했다.오정민 한경닷컴 기자 blooming","https://finance.naver.com/news/market_special_read.nhn?article_id=0003770034&office_id=015&type=title&keyword=","실적부진",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",16635,"대규모매도","삼성전자, '외인 팔자'에 2%↓",2017-05-30,"[아시아경제 박나영 기자]삼성전자가 외국인 매도세에 2% 넘게 하락하고 있다. 20일 삼성전자는 전 거래일 대비 5만5000원(2.41%) 하락한 222만6000원에 거래 중이다. 2거래일째 이어지는 하락세다. 이 시각 매도창구 상위에 씨티그룹, 메릴린치 등 외국계 증권사가 이름을 올리고 있다. 이달 들어 230만원을 넘어서는 등 가파른 상승세를 보인 데 따른 차익실현 매물로 풀이된다. 박나영 기자 bohena","https://finance.naver.com/news/market_special_read.nhn?article_id=0004004148&office_id=277&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",9915,"대규모매도","삼성전자, 외국인 매도에 하락전환",2017-12-15,"[아시아경제 박나영 기자]15일 상승 출발했던 삼성전자가 하락 전환했다. 이날 오전 10시25분 현재 삼성전자는 전 거래일 대비 2000원(0.08%) 하락한 255만1000원에 거래 중이다. 개장 직후 0.7~0.8%의 상승률을 보였으나 오전 10시20분 전후로 하락 전환했다. 이 시각 매도창구 상위에 CLSA, 모건스탠리 등의 증권사가 이름을 올리고 있다. 박나영 기자 bohena","https://finance.naver.com/news/market_special_read.nhn?article_id=0004140724&office_id=277&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",9706,"실적부진","삼성전자, 실적 기대치 하회 전망에 3%대 하락…240만원대",2017-12-21,"[아시아경제 박미주 기자] 삼성전자가 4분기 실적이 기대치에 못 미칠 것이라는 전망에 3%대 하락세다. 240만원선까지 떨어졌다.21일 오후 1시50분 현재 삼성전자는 전날보다 8만5000원(3.34%) 내린 245만9000원에 거래되고 있다.외국인은 1만6000주가량의 순매도세를 보이고 있다.전날 하이투자증권은 삼성전자 목표주가를 기존 340만원으로 330만원으로 내렸다. 올해 4분기 영업이익은 15조7000억원으로 시장 예상치 16조5000억원을 밑돌 것으로 봤다. 내년 1분기에는 매출액이 63조3000억원, 영업이익은 14조9000억원으로 4분기보다 실적이 더 줄어들 것으로 전망했다.송명섭 하이투자증권 연구원은 ""원달러 환율 하락과 성과급 지급, 스마트폰 출하 부진 등으로 4분기 실적이 시장 전망치를 하회할 것""이라며 ""내년 1분기에는 반도체 이익은 유지되나 원달러 환율이 추가적으로 하락할 수 있고 아이폰 출하ㆍ판매 부진으로 애플의 반도체, 디스플레이 구매량이 당초 예상치를 하회할 수 있는 점이 실적에 부정적 영향을 미칠 가능성이 있다""고 내다봤다.반도체 업황 관련 송 연구원은 ""삼성전자가 발표할 내년 디램 투자 규모와 시기가 관심사항으로 평택 라인 2층 2차 투자의 방향에 따라 이미 둔화가 시작된 것으로 보이는 낸드 업황과 아직은 양호한 디램 업황의 둔화 시기 및 강도가 영향을 받을 전망""이라고 짚었다.박미주 기자 beyond","https://finance.naver.com/news/market_special_read.nhn?article_id=0004144763&office_id=277&type=title&keyword=","실적부진",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",9245,"실적부진","삼성전자, 지난해 4분기 실적 예상 밑돌아 하락",2018-01-09,"[아시아경제 문채석 기자]삼성전자가 2% 가까이 내리고 있다. 삼성전자가 발표한 지난해 4분기 실적이 시장 기대치에 못 미쳤다는 소식이 영향을 미치는 것으로 보인다.9일 오전 10시22분 현재 삼성전자는 전 거래일보다 5만원(1.92%) 내린 255만1000원에 거래되고 있다.삼성전자는 지난해 4분기 연결 기준 잠정 매출액이 전년 동기 대비 23.8% 증가한 66조원, 영업이익은 63.8% 늘어난 15조1000억원을 기록했다고 8일 잠정공시했다.문채석 기자 chaeso","https://finance.naver.com/news/market_special_read.nhn?article_id=0004154299&office_id=277&type=title&keyword=","실적부진",2018,2395754,3017521,22.39,40.68,5421,"1969.01.13",1969
5930,"삼성전자",9101,"실적부진","삼성전자, 5거래일째 하락세…230만원대",2018-01-12," 삼성전자가 기대에 못미치는 실적을 낸 이후 연이어 하락하며 230만원대까지 내려앉았다.  12일 오전 10시 27분 코스피시장에서 삼성전자는 전 거래일보다 2.11%(5만1000원) 하락한 236만1000원에 거래되고 있다.  삼성전자는 닷새째 하락세를 기록 중이다. 이 기간 주가는 10% 가까이 하락했다. 삼성전자가 230만원대로 내려온 것은 지난해 9월 이후 처음이다.  지난 9일 발표한 4·4분기 실적이 증권가 기대에 못미치며 주가에 영향을 주고 있다는 분석이다. 삼성전자는 지난 9일 4·4분기 잠정 영업이익이 15조1000억원을 기록했다고 공시했다. 이는 증권가 전망치(약 15억8700억원)을 밑도는 실적이다.   bhoon","https://finance.naver.com/news/market_special_read.nhn?article_id=0003942427&office_id=014&type=title&keyword=","실적부진",2018,2395754,3017521,22.39,40.68,5421,"1969.01.13",1969
5930,"삼성전자",14343,"대규모매도","삼성전자, 외인 '팔자'에 2%↓",2017-08-09,"[아시아경제 박나영 기자]삼성전자가 외국인 매도에 하락세다.  9일 오후 1시30분 삼성전자는 전 거래일 대비 5만6000원(2.35%) 내린 233만원에 거래 중이다. 이 시각 매도창구 상위에 CLSA, 골드만삭스 등의 증권사가 이름을 올리고 있다. 현재까지 외국인이 791억원을 순매도한 것으로 잠정 집계됐다. 삼성전자는 전날 하루를 제외하고 지난 3일부터 연일 하락해 이달 초 240만원대 중반이던 주가가 230만원대 초반으로 떨어졌다.  박나영 기자 bohena","https://finance.naver.com/news/market_special_read.nhn?article_id=0004051774&office_id=277&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
5930,"삼성전자",8358,"대규모매도","삼성전자, 6일 만에 하락…외국인 매도",2018-01-30,"[아시아경제 박나영 기자]삼성전자가 6거래일 만에 하락세다.30일 오전 10시12분 현재 삼성전자는 전 거래일 대비 4만1000원(1.6%) 내린 252만원에 거래 중이다. 지난 22일 240만원대 초반까지 떨어졌다가 6일 간 꾸준히 상승했다. 이 시각 매도창구 상위에 씨티그룹, HSBC, 모건스탠리 등 외국계 증권사들이 이름을 올리고 있다.박나영 기자 bohena","https://finance.naver.com/news/market_special_read.nhn?article_id=0004168522&office_id=277&type=title&keyword=","대규모매도",2018,2395754,3017521,22.39,40.68,5421,"1969.01.13",1969
5930,"삼성전자",8101,"실적부진","삼성전자, 실적 우려에 4%대 하락",2018-02-02,"
【서울=뉴시스】스마트폰 수요 부진 등으로 실적목표 하향 외국계·국내 증권사, 잇따라 목표주가 내려 【서울=뉴시스】이국현 기자 = 삼성전자(005930)가 액면분할 발표 후 이틀 연속 하락 마감했다. 2일 유가증권시장에서 삼성전자는 전날(249만1000원)보다 10만6000원(4.26%) 내린 238만5000원에 마감했다. 삼성전자는 액면분할을 발표한 지난달 31일 장중 270만7000원까지 급등했다가 0.20% 상승 마감하는데 그쳤다. 이후 삼성전자는 지난 1일 0.16% 하락 마감하면서 2거래일 연속 약세다. 삼성전자 주가가 하락세를 보이는 것은 액면분할이라는 호재에도 불구, 외국계는 물론 국내 증권사들이 실적 전망치와 목표주가를 잇따라 하향 조정한 데 따른 것으로 풀이된다. 외국계 증권사 CLSA는 삼성전자의 영업이익 추정치를 하향하면서 목표주가를 330만원에서 280만원으로 내렸다. JP모간은 310만원에서 300만원으로, 노무라증권은 370만원에서 360만원으로 각각 낮췄다. 국내 증권사 역시 아이폰X 생산 부진에 따른 디스플레이 부문의 실적 감소, 원화 절상과 하이엔드 스마트폰 수요 부진 등을 토대로 전망치를 낮춰 잡았다. 현대차증권은 340만원에서 330만원으로, 한국투자증권은 325만원에서 310만원으로, 메리츠증권은 340만원에서 330만원으로 하향했다. 노근창 현대차증권 연구원은 ""1분기 아이폰X 생산량이 전년 동기 대비 40% 감소한 1800만대가 예상된다는 점에서 디스플레이의 실적 감소는 불가피하며 이같은 추세는 2분기까지 이어질 것으로 보인다""며 ""아이폰X의 출하량 감소를 반영해 연간 영업이익 전망치를 기존 추정치 대비 5.1% 하향한 63조8000억원으로 변경한다""고 밝혔다. 김선우 메리츠증권 연구원은 ""실적 개선은 지속되지만 지속적인 원화 절상과 판가 상승 부담에 따른 하이엔트 스마트폰 수요 부진, OLED 등 고가 부품 출하량 부진 등으로 폭은 일부 제한될 전망""이라며 ""올해 영업이익과 순이익을 각각 62조원, 47조원으로 5% 하향 조정한다""고 밝혔다. 유종우 한국투자증권 연구원 역시 ""디스플레이부문 실적 추정히 하향을 반영해 올해 영업이익을 60조원으로 하향한다. 스마트폰 수요 부진으로 낸드 가격도 하락할 전망""이라며 ""다만 예상을 상회한 지난해 배당액 및 액면 분할 등으로 밸류에이션 상승 기대감은 유효하다""고 밝혔다. lgh","https://finance.naver.com/news/market_special_read.nhn?article_id=0008427725&office_id=003&type=title&keyword=","실적부진",2018,2395754,3017521,22.39,40.68,5421,"1969.01.13",1969
5930,"삼성전자",8041,"대규모매도","삼성전자, 외국인 매도에 2%대 급락",2018-02-05,"【서울=뉴시스】이국현 기자 = 삼성전자가 외국인의 매도세에 2%대 급락세를 보이고 있다. 5일 오전 9시35분 현재 삼성전자는 전 거래일(238만5000원)보다 6만1000원(2.56%) 내린 232만4000원에 거래되고 있다. 삼성전자는 이날 장중 230만원까지 내려가기도 했다. 삼성전자는 지난달 31일 액면분할 발표 이후 장중 8% 이상 급등했지만 0.20% 상승 마감하는데 그쳤다. 이후 올해 1분기 실적 우려가 불거지면서 외국계 증권사를 비롯한 국내 증권사들이 실적 추정치와 목표주가를 하향하면서 지난 1일에는 0.16%, 2일에는 4.26% 하락하는 등 3거래일 연속 하락세를 보이고 있다. 특히 지난 주말 뉴욕 증시가 미국의 국채 금리 급등 우려로 하락하면서 삼성전자는 외국인을 중심으로 강한 매도세가 이어지고 있다. 매도 창구에는 CLSA와 모건스탠리가 이름을 올렸다. 한편 서울고법 형사13부는 이날 오후 2시 뇌물공여 혐의 등으로 재판에 넘겨진 이재용 삼성전자 부회장 등 삼성 전현직 임원 5명에 대한 선고 공판을 진행한다. 이 부회장은 박근혜 전 대통령과 최순실 씨에게 433억 원의 뇌물을 건네거나 약속한 혐의로 기소돼 1심에서 징역 5년을 선고받았다.lgh","https://finance.naver.com/news/market_special_read.nhn?article_id=0008429640&office_id=003&type=title&keyword=","대규모매도",2018,2395754,3017521,22.39,40.68,5421,"1969.01.13",1969
5930,"삼성전자",17817,"대규모매도","삼성전자, 갤S8 흥행 불구 5일연속 하락세",2017-04-20,"
삼성전자(005930)가 프리미엄 스마트폰 신제품 ‘갤럭시S8’의 흥행에도 불구하고 약세를 나타내고 있다. 외국인들의 매도 행렬 탓이다.20일 오전 9시 56분 현재 삼성전자는 전날보다 2만8000원(1.37%) 내린 201만7000원에 거래되고 있다. 이달 14일 이후 5일 연속 하락세다. 메릴린치, 모건스탠리, UBS 등 외국인 투자자들이 매도 상위를 차지하고 있다.전문가들은 삼성전자 자체보다는 한국 시장에 대한 불안감이 커진 데 따른 반응인 것으로 해석했다. 이승우 IBK투자증권 연구원은 “외국에서는 한국의 지정학적 리스크가 커졌다는 시각이 지배적인 상황”이라고 설명했다.[전준범 기자 bbeom","https://finance.naver.com/news/market_special_read.nhn?article_id=0000366901&office_id=366&type=title&keyword=","대규모매도",2017,2018667,2621743,14.49,35.87,2735,"1969.01.13",1969
